"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Steve Trout","-0.4","-0.1","-0.5","-0.6","2.1","0.2","","1013197"
"Mel Queen","1.5","1.1","0.2","1.3","1.8","0.2","","1010591"
"Mike Buddie","-0.3","-0.2","-0.3","-0.5","1.9","0.2","","678"
"Dad Hale","-0.4","-0.3","-0.2","-0.5","1.8","0.2","","1005221"
"Karl Drews","-1.0","-0.4","-0.8","-1.2","1.6","0.2","","1003499"
"John Gabler","0.5","-0.3","0.7","0.4","1.5","0.2","","1004416"
"Bob Wiesler","-0.3","-0.3","-0.2","-0.5","1.4","0.2","","1013929"
"Bob McGraw","0.1","0.0","-0.1","-0.1","1.3","0.2","","1008540"
"Gil Patterson","-0.1","-0.4","0.2","-0.3","1.5","0.1","","1010061"
"Ian Kennedy","-0.3","0.0","-0.4","-0.5","1.3","0.1","$0.7","6986"
"Neil Allen","-0.1","-0.4","0.2","-0.3","1.4","0.1","","1000154"
"Babe Ruth","0.0","-0.2","0.0","-0.2","1.2","0.1","","1011327"
"Michael King","-0.3","-0.2","-0.3","-0.5","1.3","0.1","$1.0","19853"
"Bill Karns","-0.4","-0.5","0.0","-0.5","1.3","0.1","","1006704"
"Dan Tipple","0.5","0.1","0.3","0.4","1.0","0.1","","1013079"
"Walter Beall","0.7","0.3","0.2","0.6","1.1","0.1","","1000705"
"Jason Grimsley","0.2","-0.1","0.2","0.1","1.1","0.1","","602"
"Bill Wight","0.2","-0.2","0.3","0.1","0.7","0.1","","1013933"
"Mickey McDermott","0.6","0.3","0.2","0.5","1.0","0.1","","1008448"
"Neal Brady","0.5","0.0","0.4","0.4","0.8","0.1","","1001329"
"Joe Beggs","0.0","0.2","-0.3","-0.1","1.0","0.1","","1000776"
"Sergio Mitre","-1.2","-0.6","-0.7","-1.3","0.9","0.1","$0.6","1773"
"Domingo Jean","0.6","0.6","0.0","0.5","0.9","0.1","","1006374"
"Harry Ables","-0.6","-0.3","-0.4","-0.7","0.8","0.1","","1000023"
